AC499,KLTN ngành Kế toán,KLTNKETOAN.1,1,1-2,,6,Bộ môn Kinh tế(CQ)
TR233,Ẩm thực Hàn Quốc,AMTHUCHANQUOC.1,5,1-4,BOMON,2,Kim Jung Jin(MDL008)
AD206,Ẩm thực Việt Nam,AMTHUCVN.1_LT,2,6-8,B101,3,Bùi Cẩm Phượng(CDL005)
AD206,Ẩm thực Việt Nam,AMTHUCVN.1.1_BT,3,6-9,BOMON,3,Trần Quốc Hưng(MDL001)
AD206,Ẩm thực Việt Nam,AMTHUCVN.1.2_BT,4,6-9,BOMON,3,Trần Quốc Hưng(MDL001)
BK490,CĐTN chuyên ngành Ngân hàng,CĐTN:NGANHNGANHANG.1,2,1-5,A601,3,Nguyễn Thị Thúy(CQB005)
BA490,CĐTN chuyên ngành Quản trị doanh nghiệp,CĐTN:NGANHQTDN.1,6,1-5,B412,3,Vương Thị Thanh Trì(CQM004)
MK490,CĐTN chuyên ngành Quản trị marketing,CĐTN:NGANHQTMARKETING.1,7,1-5,B103,3,Vũ Thị Tuyết(CQM002)
FN490,CĐTN chuyên ngành Tài chính,CĐTN:NGANHTAICHINH.1,5,6-7,B206,3,Ngô Thị Quyên(CQB001)
FN490,CĐTN chuyên ngành Tài chính,CĐTN:NGANHTAICHINH.1,7,3-5,B206,3,Ngô Thị Quyên(CQB001)
AC490,CĐTN ngành Kế toán,CĐTN:NGANHKETOAN.1,2,6-10,B306,3,Phạm Thị Hoa(CQA008)
TR495,CĐTN: Đánh giá chất lượng dịch vụ trong du lịch,CĐTN:DANHGIACHATLUONGDVDL.1,2,1-5,B110,3,Nguyễn Văn Bình(CDL002)
TR494,CĐTN: Đánh giá nguồn nhân lực trong du lịch,CĐTN:DANHGIANGUONNLDL.1,6,1-5,B110,3,Trịnh Xuân Dũng(CDL001)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.2,2,4-5,B203,3,Nguyễn Thị Thanh Thảo(CQE005)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.1,3,3-5,B105,3,Nguyễn Phương Mai(CQE002)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.3,4,4-5,B101,3,Lê Thị Kim Chung(CQE004)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.2,4,6-8,B203,3,Nguyễn Thị Thanh Thảo(CQE005)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.1,5,4-5,B105,3,Nguyễn Phương Mai(CQE002)
EC490,CĐTN: Về Kinh tế học,CĐTN:KINHTEHOC.3,6,6-8,B101,3,Lê Thị Kim Chung(CQE004)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.1_LT,2,6-7,A305,2,Trần Thị Huệ(CTI014)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.1.1_BT,2,8-10,A305,2,Trần Thị Huệ(CTI014)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.2_LT,4,1-2,A305,2,Mai Thuý Nga(CTI008)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.2.1_BT,4,3-5,A305,2,Mai Thuý Nga(CTI008)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.3_LT,5,1-2,A707,2,Nguyễn Mạnh Hùng(CTI010)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.3.1_BT,5,3-5,A707,2,Nguyễn Mạnh Hùng(CTI010)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.4_LT,6,1-2,A705,2,Nguyễn Hoàng Phương(CTI029)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.4.1_BT,6,3-5,A705,2,Nguyễn Hoàng Phương(CTI029)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.5_LT,6,6-7,A705,2,Nguyễn Mạnh Hùng(CTI010)
IS382,Công nghệ thông tin trong doanh nghiệp,CNTTDNGHIEP.5.1_BT,6,8-10,A705,2,Nguyễn Mạnh Hùng(CTI010)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.2.2_BT,2,3-5,B611,4,Nguyễn Lâm Tùng(CTM008)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.2.1_BT,3,3-5,B611,4,Đỗ Thị Thuý Hằng(CTM009)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.1_LT,4,3-5,B712,4,Ngô Thị Thanh Nga(CTM006)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.2_LT,5,4-5,B503,4,Nguyễn Hồng Châu(CTM004)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.2_LT,6,3-5,A407,4,Nguyễn Hồng Châu(CTM004)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.1_LT,6,4-5,B712,4,Ngô Thị Thanh Nga(CTM006)
MA142,"Đại số tuyến tính, giải tích và ứng dụng trong kinh tế",DSTTUDKTE.1.2_BT,7,3-5,B604,4,Nguyễn Hồng Châu(CTM004)
PH201,Đạo đức y học,DAODUCYHOC.2 (TC),2,10-12,A507,2,Hoàng Thị Thanh(CSN031)
PH201,Đạo đức y học,DAODUCYHOC.1 (TC),5,10-12,A506,2,Hoàng Thị Thanh(CSN031)
FN334,Đầu tư chứng khoán,DAUTUCK.1,2,1-5,Afinance,2,Nguyễn Hồng Nga(CQB015)
SH121,Địa lý kinh tế,DIALYKTE.1,7,3-5,HOITRUONG,2,Nguyễn Ngọc Lan(MGS025)
FN436,Định giá tài sản,DINHGIATAISAN.1,2,6-10,B712,3,Ngô Thị Quyên(CQB001)
ML203,Đường lối cách mạng của Đảng CS Việt Nam,DUONGLOICM.1,5,1-5,,3,
MK334,E – Marketing,EMARKETING.1,5,6-10,B503,3,Nguyễn Tường Minh(CQM016)
PG106,GDTC: Bóng bàn cơ bản,GDTC:BONGBANCB.1,3,1-2,NHATC,1,Phạm Trung Tự(CGP003)
PG106,GDTC: Bóng bàn cơ bản,GDTC:BONGBANCB.2,3,3-4,NHATC,1,Phạm Trung Tự(CGP003)
PG115,GDTC: Bóng chuyền cơ bản,GDTC:BONGCHUYENCB.1,4,1-2,NHATC,1,Bùi Văn Phương(CGP002)
PG115,GDTC: Bóng chuyền cơ bản,GDTC:BONGCHUYENCB.2,4,3-4,NHATC,1,Bùi Văn Phương(CGP002)
PG113,GDTC: Bóng rổ cơ bản,GDTC:BONGROCB.1,2,1-2,NHATC,1,Vũ Công Hoan(CGP001)
PG113,GDTC: Bóng rổ cơ bản,GDTC:BONGROCB.2,2,3-4,NHATC,1,Vũ Công Hoan(CGP001)
PG102,GDTC: Thể dục cổ truyền cơ bản,GDTC:COTRUYENCB.1,5,1-2,NHATC,1,Nguyễn Ngọc Dũng(CGP004)
PG102,GDTC: Thể dục cổ truyền cơ bản,GDTC:COTRUYENCB.2,5,3-4,NHATC,1,Nguyễn Ngọc Dũng(CGP004)
BA328,Hành vi tổ chức,HANHVITC.1,5,1-5,B501,3,Nguyễn Duy Thành(CQM015)
AD213,Hát – Nhạc,HATNHAC.1,2,3-5,B814,3,Hoàng Bích Hà(CAN003)
AD213,Hát – Nhạc,HATNHAC.2,2,3-5,B816,3,Nguyễn Văn Quang(MAN012)
AD213,Hát – Nhạc,HATNHAC.3,3,3-5,B816,3,Trần Tuấn Hòa(MAN009)
AD213,Hát – Nhạc,HATNHAC.2,4,6-7,B816,3,Nguyễn Văn Quang(MAN012)
AD213,Hát – Nhạc,HATNHAC.1,4,6-7,B814,3,Hoàng Bích Hà(CAN003)
AD213,Hát – Nhạc,HATNHAC.3,5,6-7,B816,3,Trần Tuấn Hòa(MAN009)
TR322,Hệ thống di tích và danh thắng Việt Nam,DITICH&DANHTHANGVN.1,5,1-5,B308,3,Nguyễn Đức Khoa(CDL006)
AC315,Kế toán công,KETOANCONG.1,4,6-8,A602,2,Vũ Thị Kim Lan(CQA005)
AC335,Kế toán công ty,KETOANCTY.2,6,8-10,B501,2,Nguyễn Thị Đông(CQA009)
AC210,Kế toán doanh nghiệp,KETOANDN.3,3,6-7,B306,3,Nguyễn Thu Hoài(CQA007)
AC210,Kế toán doanh nghiệp,KETOANDN.1,4,1-5,A507,3,Nguyễn Thanh Huyền(CQA002)
AC210,Kế toán doanh nghiệp,KETOANDN.3,4,6-8,B208,3,Nguyễn Thu Hoài(CQA007)
AC210,Kế toán doanh nghiệp,KETOANDN.4,4,8-10,B407,3,Nguyễn Thị Hồng Anh(CQA010)
AC210,Kế toán doanh nghiệp,KETOANDN.2,6,1-5,B301,3,Nguyễn Thanh Huyền(CQA002)
AC210,Kế toán doanh nghiệp,KETOANDN.4,6,6-7,A402,3,Nguyễn Thị Hồng Anh(CQA010)
AC314,Kế toán máy,KETOANMAY.1,5,6-10,Afinance,2,Nguyễn Thanh Thủy(CQL004)
AC314,Kế toán máy,KETOANMAY.2,7,1-5,Afinance,2,Mai Thanh Thủy(CQA006)
AC231,Kế toán Mỹ 1,KETOANMY1.1,2,4-5,B101,3,Nguyễn Thu Hoài(CQA007)
AC231,Kế toán Mỹ 1,KETOANMY1.1,4,3-5,B507,3,Nguyễn Thu Hoài(CQA007)
AC333,Kế toán Mỹ 2,KETOANMY2.1,2,6-10,A402,3,Nguyễn Thu Hoài(CQA007)
